,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
14783,14783,2021-09-07,1,23:00:00,938,27.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.5,ìÏìÏìå,8,1009.3,8,27.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.4,ìÏìÏìå,8,1010.8,8,27.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,2.3,ìÏêº,8,1010.5,8
14951,14951,2021-09-14,1,23:00:00,848,22.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90,1,1.6,ìÏìå,8,1011.6,8,25.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.4,ñkñkìå,8,1010.6,8,23.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,90.0,1,2.3,ñkêº,8,1010.7,8
15119,15119,2021-09-21,1,23:00:00,915,26.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,2.3,ìÏìå,8,1009.0,8,27.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,1.6,ìÏ,8,1010.6,8,25.1,8,0.0,8,1,8,1,2.0,8,1,0.0,1.0,1,97.0,1,3.4,ìÏêº,8,1010.5,8
15287,15287,2021-09-28,1,23:00:00,873,26.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.7,ìÏìå,8,1011.3,8,25.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.5,ñkìå,8,1011.1,8,24.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.8,ñkñkêº,8,1011.6,8
15455,15455,2021-10-05,1,23:00:00,830,22.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,1.1,ìåìÏìå,8,1020.8,8,24.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,1.1,êº,8,1020.7,8,22.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.5,êºñkêº,8,1020.7,8
15623,15623,2021-10-12,1,23:00:00,891,23.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,3.1,ñkñkìå,8,1021.7,8,26.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,1.8,ñkñkìå,8,1019.8,8,26.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,0.9,ìÏêº,8,1020.3,8
15791,15791,2021-10-19,1,23:00:00,768,18.3,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,53,1,6.1,ñkñkêº,8,1017.3,8,17.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62.0,1,2.7,ñkêº,8,1016.9,8,13.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.8,ñkñkêº,8,1017.2,8
15959,15959,2021-10-26,1,23:00:00,786,15.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.4,ìåìÏìå,8,1018.2,8,15.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.5,ñk,8,1017.6,8,14.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.5,ñkñkìå,8,1018.1,8
16127,16127,2021-11-02,1,23:00:00,787,15.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,1.1,ìÏìÏêº,8,1018.4,8,14.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.4,ñkñkêº,8,1017.8,8,15.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.5,ñk,8,1018.2,8
16295,16295,2021-11-09,1,23:00:00,853,10.5,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,88,1,1.4,ìÏìÏìå,8,1011.0,8,12.2,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,88.0,1,1.6,ñkêº,8,1012.3,8,11.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,2.4,ìÏêº,8,1011.6,8
16463,16463,2021-11-16,1,23:00:00,849,11.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,0.5,ìÏìÏìå,8,1023.4,8,13.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.3,ñkñkêº,8,1022.1,8,11.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,0.8,ñkñkìå,8,1023.3,8
16799,16799,2021-11-30,1,23:00:00,889,10.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,55,1,5.2,êºñkêº,8,1013.9,8,13.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.6,ñkñkêº,8,1012.3,8,10.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,66.0,1,5.0,ñkêº,8,1013.3,8
16967,16967,2021-12-07,1,23:00:00,921,11.1,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,91,1,0.9,ñkìå,8,1025.9,8,12.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65.0,1,5.3,ñkêº,8,1022.9,8,9.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,1.1,ìåñkìå,8,1024.9,8
17135,17135,2021-12-14,1,23:00:00,982,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,2.2,ìÏìÏìå,8,1023.0,8,9.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.4,ñkñkêº,8,1023.2,8,5.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkìå,8,1024.0,8
17303,17303,2021-12-21,1,23:00:00,952,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,1.2,ìÏ,8,1017.7,8,12.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,0.9,ñkêº,8,1017.2,8,7.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,1.2,ñkñkìå,8,1017.9,8
17471,17471,2021-12-28,1,23:00:00,1052,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,0.6,ìÏ,8,1025.3,8,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.2,ñk,8,1026.3,8,2.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.8,ñkñkìå,8,1026.7,8
17639,17639,2022-01-04,1,23:00:00,976,5.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.5,ìÏìÏìå,8,1025.7,8,5.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.9,ñkñkêº,8,1025.0,8,3.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,1.3,ñkñkêº,8,1025.7,8
17807,17807,2022-01-11,1,23:00:00,1110,4.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,45,1,5.9,ñkñkêº,8,1018.5,8,5.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,54.0,1,5.2,ñkñkêº,8,1017.6,8,2.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,48.0,1,1.5,êº,8,1018.6,8
17975,17975,2022-01-18,1,23:00:00,1137,2.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.3,ìÏìÏìå,8,1024.5,8,4.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62.0,1,4.4,ñkñkêº,8,1022.7,8,0.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,0.5,ìåñkìå,8,1024.3,8
18143,18143,2022-01-25,1,23:00:00,980,9.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,0.4,ñkìå,8,1020.7,8,8.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65.0,1,2.8,ñkñkêº,8,1020.3,8,5.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,1.0,ñkñkìå,8,1021.3,8
18311,18311,2022-02-01,1,23:00:00,1064,6.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,47,1,3.6,ñkñkêº,8,1025.6,8,5.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,1.4,ñkêº,8,1025.3,8,2.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,0.1,ê√â∏,8,1026.1,8
18479,18479,2022-02-08,1,23:00:00,1062,5.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73,1,1.2,ìÏìÏìå,8,1025.1,8,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,4.4,ñkñkêº,8,1021.2,8,3.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,3.0,ñk,8,1023.7,8
18647,18647,2022-02-15,1,23:00:00,1027,5.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,47,1,5.3,êºñkêº,8,1020.2,8,7.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,55.0,1,3.5,ñkêº,8,1020.1,8,4.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,46.0,1,2.4,êº,8,1021.2,8
18815,18815,2022-02-22,1,23:00:00,1131,1.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,54,1,0.6,ìÏ,8,1030.0,8,5.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,48.0,1,4.6,ñkñkêº,8,1029.2,8,2.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,41.0,1,0.4,ñkêº,8,1030.7,8
18983,18983,2022-03-01,1,23:00:00,901,11.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,3.1,êºìÏêº,8,1015.4,8,13.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,1.7,ñk,8,1016.1,8,8.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,98.0,1,0.9,ñkêº,8,1016.7,8
19151,19151,2022-03-08,1,23:00:00,950,7.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,0.4,ñkìå,8,1019.5,8,8.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60.0,1,3.3,ñkñkêº,8,1019.4,8,6.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,1.2,ñk,8,1019.8,8
19319,19319,2022-03-15,1,23:00:00,792,12.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,1.3,êºìÏêº,8,1013.8,8,13.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,1.1,ñkêº,8,1014.8,8,13.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,62.0,1,0.2,ê√â∏,8,1014.0,8
19487,19487,2022-03-22,1,23:00:00,878,9.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,2.6,ìåñkìå,8,1019.0,8,13.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68.0,1,4.7,ñkñkìå,8,1016.3,8,9.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,2.6,ñk,8,1017.8,8
19655,19655,2022-03-29,1,23:00:00,821,13.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.5,ìÏìå,8,1024.1,8,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,3.1,ñkñkìå,8,1024.6,8,14.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,1.2,êºìÏêº,8,1024.5,8
19823,19823,2022-04-05,1,23:00:00,813,14.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,1.5,ìÏìÏìå,8,1021.9,8,14.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,2.2,ñkñkêº,8,1022.1,8,14.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,60.0,1,1.2,ñkñkêº,8,1022.8,8
19991,19991,2022-04-12,1,23:00:00,780,18.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90,1,1.3,ñk,8,1012.4,8,19.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,0.8,ñkñkêº,8,1013.0,8,19.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,1.8,ìÏìÏêº,8,1012.7,8
20159,20159,2022-04-19,1,23:00:00,780,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57,1,1.5,ìÏêº,8,1017.8,8,16.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,2.7,ñkñkêº,8,1017.7,8,15.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,58.0,1,0.7,ñkñkìå,8,1017.9,8
20327,20327,2022-04-26,1,23:00:00,823,22.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.6,ìÏìÏêº,8,1006.9,8,23.4,8,0.0,8,1,0,1,6.0,8,1,0.0,1.0,1,95.0,1,4.8,êº,8,1008.9,8,21.0,8,0.0,8,1,8,1,2.0,8,1,0.0,1.0,1,97.0,1,1.2,ìÏìÏêº,8,1008.2,8
20663,20663,2022-05-10,1,23:00:00,787,19.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81,1,1.3,ìåìÏìå,8,1014.9,8,20.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,4.7,ñkìå,8,1014.4,8,19.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.8,ñkêº,8,1015.0,8
20831,20831,2022-05-17,1,23:00:00,773,17.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62,1,1.2,ìÏìÏìå,8,1018.1,8,18.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.0,ñkñkêº,8,1017.9,8,17.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,0.7,ñkñkêº,8,1018.2,8
20999,20999,2022-05-24,1,23:00:00,815,22.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,1.4,ìÏìå,8,1013.0,8,21.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,1.9,ìÏ,8,1014.1,8,22.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.6,ìÏêº,8,1014.1,8
21167,21167,2022-05-31,1,23:00:00,801,21.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,51,1,1.1,ñkêº,8,1010.2,8,21.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71.0,1,1.3,êº,8,1010.0,8,20.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,0.9,ñkñkêº,8,1009.9,8
21335,21335,2022-06-07,1,23:00:00,800,19.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,2.3,ñkñkìå,8,1009.5,8,21.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80.0,1,1.0,ñkñkêº,8,1008.3,8,20.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.4,ìÏìÏìå,8,1008.4,8
21503,21503,2022-06-14,1,23:00:00,822,23.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,4.5,ìÏìå,8,1006.6,8,22.1,8,0.0,8,1,0,1,2.5,8,1,0.0,1.0,1,98.0,1,1.3,ìÏìå,8,1008.5,8,21.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,94.0,1,1.5,ìÏìÏêº,8,1008.0,8
21671,21671,2022-06-21,1,23:00:00,890,24.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,2.6,ìÏìå,8,1005.8,8,24.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.3,ìÏìÏêº,8,1007.9,8,23.2,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,95.0,1,2.2,ìÏìÏêº,8,1006.6,8
21839,21839,2022-06-28,1,23:00:00,1001,29.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,7.0,ìÏ,8,1010.5,8,26.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,1.8,ìÏìÏìå,8,1013.4,8,27.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,69.0,1,2.7,ìÏìÏêº,8,1012.4,8
22007,22007,2022-07-05,1,23:00:00,968,27.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,1.4,êºìÏêº,8,1008.5,8,26.3,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,94.0,1,1.1,ñkñkêº,8,1009.5,8,25.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,1.4,ìÏêº,8,1009.5,8
22175,22175,2022-07-12,1,23:00:00,1008,25.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81,1,2.0,ñk,8,1009.0,8,28.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,0.9,êºñkêº,8,1007.8,8,27.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkìå,8,1007.9,8
22343,22343,2022-07-19,1,23:00:00,958,25.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,0.7,ìÏ,8,1007.3,8,28.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,4.3,êºìÏêº,8,1008.0,8,26.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,93.0,1,1.4,ìÏêº,8,1008.2,8
22511,22511,2022-07-26,1,23:00:00,1014,26.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,1.7,ìÏêº,8,1010.1,8,28.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,2.7,ñkñkêº,8,1009.9,8,27.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.1,ê√â∏,8,1010.0,8
22679,22679,2022-08-02,1,23:00:00,1087,29.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,1.0,ñkñkìå,8,1013.6,8,29.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,2.4,ìÏ,8,1014.4,8,28.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,2.2,ìÏêº,8,1014.1,8
22847,22847,2022-08-09,1,23:00:00,1080,30.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,2.4,ìÏìÏìå,8,1010.8,8,28.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,1.1,êºñkêº,8,1011.7,8,28.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,0.9,ìÏ,8,1011.3,8
23015,23015,2022-08-16,1,23:00:00,937,27.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,3.0,ìÏìÏìå,8,1008.2,8,28.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,2.7,ìÏ,8,1010.4,8,27.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,2.8,ìÏìÏêº,8,1009.4,8
23183,23183,2022-08-23,1,23:00:00,1031,28.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.9,ìÏêº,8,1007.5,8,27.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.2,ñkñkêº,8,1007.6,8,27.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.6,ìÏêº,8,1007.7,8
23351,23351,2022-08-30,1,23:00:00,1019,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.0,ìÏìÏìå,8,1008.0,8,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.3,ñkñkìå,8,1008.7,8,28.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.5,ìÏ,8,1008.4,8
23519,23519,2022-09-06,1,23:00:00,866,22.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,0.6,ìÏìÏêº,8,1012.7,8,24.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,4.2,ñkêº,8,1011.2,8,23.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,2.1,ñkñkìå,8,1012.3,8
23687,23687,2022-09-13,1,23:00:00,998,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90,1,0.5,ñkìå,8,1012.9,8,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,5.2,ìåñkìå,8,1010.7,8,28.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,3.3,ñkìå,8,1011.3,8
23855,23855,2022-09-20,1,23:00:00,783,19.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,3.6,ñkìå,8,1014.1,8,22.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72.0,1,3.2,ñkñkêº,8,1009.6,8,18.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,1.9,ñk,8,1012.2,8
24023,24023,2022-09-27,1,23:00:00,827,20.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,2.5,ñk,8,1013.3,8,24.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,2.5,ñkñkêº,8,1011.5,8,22.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,1.1,ñk,8,1012.2,8
24191,24191,2022-10-04,1,23:00:00,872,21.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89,1,4.7,ñk,8,1014.4,8,26.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,1.9,êºìÏêº,8,1013.6,8,23.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,89.0,1,0.6,ìåñkìå,8,1013.2,8
24359,24359,2022-10-11,1,23:00:00,777,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,0.7,ìÏêº,8,1022.3,8,18.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67.0,1,2.4,ñkñkêº,8,1019.6,8,15.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,1.8,ñk,8,1021.4,8
24527,24527,2022-10-18,1,23:00:00,771,15.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62,1,1.6,ìÏìÏêº,8,1020.2,8,17.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60.0,1,4.7,ñkñkêº,8,1017.8,8,12.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.6,ñkñkìå,8,1020.0,8
24695,24695,2022-10-25,1,23:00:00,788,13.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.3,ìÏêº,8,1026.7,8,16.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58.0,1,2.6,ñkñkêº,8,1024.2,8,13.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,2.5,ñkñkìå,8,1025.6,8
24863,24863,2022-11-01,1,23:00:00,788,15.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,1.5,ñkñkìå,8,1019.1,8,18.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.0,ñkñkêº,8,1015.8,8,16.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,2.1,ñkñkìå,8,1017.5,8
25031,25031,2022-11-08,1,23:00:00,796,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.1,ìÏìå,8,1025.1,8,15.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,3.6,ñkñkêº,8,1024.5,8,12.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.9,ñkìå,8,1025.2,8
25199,25199,2022-11-15,1,23:00:00,803,12.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,2.1,ìÏìÏêº,8,1018.4,8,12.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.8,ñkñkêº,8,1018.2,8,10.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.7,ñkñkìå,8,1019.3,8
25367,25367,2022-11-22,1,23:00:00,806,15.5,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,90,1,1.0,êºìÏêº,8,1015.7,8,17.4,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,94.0,1,4.7,ñkñkìå,8,1015.0,8,16.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,0.7,ìåñkìå,8,1015.2,8
25535,25535,2022-11-29,1,23:00:00,791,15.1,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,79,1,4.3,ñk,8,1016.4,8,19.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,3.3,êºñkêº,8,1013.0,8,16.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,4.8,ñkêº,8,1013.6,8
25703,25703,2022-12-06,1,23:00:00,956,6.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,1.2,ìÏìÏìå,8,1023.8,8,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,2.3,ñkêº,8,1024.4,8,4.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.0,ñkìå,8,1024.9,8
