,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
25871,25871,2022-12-13,1,23:00:00,920,11.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.9,ìÏêº,8,1019.0,8,8.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.4,ñkñkêº,8,1021.2,8,8.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.6,ìÏìÏìå,8,1020.8,8
26039,26039,2022-12-20,1,23:00:00,1100,4.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,0.9,ìÏìÏêº,8,1022.1,8,7.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.9,ñkñkêº,8,1021.7,8,1.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.5,ñkñkìå,8,1022.9,8
26207,26207,2022-12-27,1,23:00:00,1049,3.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,1.0,ìÏìÏìå,8,1027.0,8,5.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,4.4,ñkñkêº,8,1025.8,8,2.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,0.8,ñkñkìå,8,1027.3,8
26375,26375,2023-01-03,1,23:00:00,955,2.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.0,ìÏìå,8,1026.8,8,4.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,3.6,ñkñkêº,8,1026.6,8,1.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,1.2,ñkñkìå,8,1027.6,8
26543,26543,2023-01-10,1,23:00:00,987,6.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.2,ìåìÏìå,8,1026.5,8,8.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,3.4,ñk,8,1026.4,8,5.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,0.7,ñkñkìå,8,1026.8,8
26711,26711,2023-01-17,1,23:00:00,984,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.7,êºìÏêº,8,1023.6,8,7.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,2.4,ñkêº,8,1023.0,8,6.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.6,ñkñkêº,8,1023.5,8
26879,26879,2023-01-24,1,23:00:00,1259,-2.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62,1,7.0,ñkêº,8,1025.8,8,-2.0,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,90.0,1,4.5,ñk,8,1024.5,8,-3.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,62.0,1,2.1,ñkñkêº,8,1026.1,8
27047,27047,2023-01-31,1,23:00:00,1080,5.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.7,ìÏìå,8,1019.1,8,6.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,4.0,ñk,8,1019.9,8,3.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,1.3,ñk,8,1020.2,8
27215,27215,2023-02-07,1,23:00:00,968,7.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,92,1,1.5,ìÏêº,8,1019.9,8,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,94.0,1,0.7,ñkñkêº,8,1017.6,8,8.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,88.0,1,0.9,ñk,8,1018.4,8
27383,27383,2023-02-14,1,23:00:00,969,5.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,3.0,ñkìå,8,1022.5,8,7.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,4.0,ñkñkêº,8,1020.1,8,4.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.9,ñkñkìå,8,1021.4,8
27551,27551,2023-02-21,1,23:00:00,1006,4.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56,1,2.2,ìåìÏìå,8,1032.9,8,8.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,53.0,1,7.1,ñkñkìå,8,1029.8,8,4.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,60.0,1,1.8,ñk,8,1031.4,8
27719,27719,2023-02-28,1,23:00:00,882,12.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,2.5,ìÏìå,8,1025.5,8,10.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79.0,1,2.9,ñkñkêº,8,1026.9,8,9.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.0,ñkñkìå,8,1026.7,8
27887,27887,2023-03-07,1,23:00:00,850,12.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,2.2,ìÏìÏìå,8,1024.0,8,11.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79.0,1,3.6,ñkñkêº,8,1024.6,8,9.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkìå,8,1025.1,8
28055,28055,2023-03-14,1,23:00:00,877,9.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57,1,0.6,êºìÏêº,8,1022.2,8,11.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,2.5,ñkñkìå,8,1022.9,8,8.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,69.0,1,0.8,ñk,8,1023.0,8
28391,28391,2023-03-28,1,23:00:00,832,10.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,0.5,ìÏ,8,1023.7,8,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62.0,1,3.2,ñkñkêº,8,1022.9,8,11.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,49.0,1,1.1,ñkñkìå,8,1023.4,8
28559,28559,2023-04-04,1,23:00:00,772,19.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,52,1,1.6,ìåìÏìå,8,1019.8,8,18.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,3.4,ìåìÏìå,8,1020.1,8,18.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,55.0,1,0.7,ìåñkìå,8,1019.7,8
28727,28727,2023-04-11,1,23:00:00,778,20.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,3.1,ìÏêº,8,1014.5,8,18.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,1.3,ìåìÏìå,8,1016.7,8,17.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,0.7,ìåñkìå,8,1016.0,8
28895,28895,2023-04-18,1,23:00:00,788,22.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,4.0,ìÏìÏêº,8,1013.3,8,20.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,1.3,ñkñkêº,8,1015.3,8,19.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.1,ìå,8,1014.9,8
29063,29063,2023-04-25,1,23:00:00,808,13.9,8,0.0,8,1,0,1,3.0,8,1,0.0,1.0,1,98,1,3.5,ñkêº,8,1010.4,8,19.3,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,93.0,1,3.4,êºñkêº,8,1009.3,8,15.6,8,0.0,8,1,8,1,6.5,8,1,0.0,1.0,1,98.0,1,0.3,êºìÏêº,8,1008.3,8
29231,29231,2023-05-02,1,23:00:00,706,17.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,45,1,2.3,ìåìÏìå,8,1023.2,8,16.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62.0,1,3.1,ñk,8,1025.1,8,16.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,58.0,1,1.5,ìÏ,8,1024.2,8
29399,29399,2023-05-09,1,23:00:00,760,14.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,45,1,1.7,ìÏìÏìå,8,1015.9,8,16.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,2.3,ñkñkêº,8,1016.0,8,16.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,60.0,1,0.9,ìÏìÏìå,8,1015.9,8
29567,29567,2023-05-16,1,23:00:00,791,22.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.9,ìÏìå,8,1015.6,8,20.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91.0,1,2.5,ñkñkêº,8,1016.9,8,20.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.2,ìÏìÏìå,8,1016.7,8
29735,29735,2023-05-23,1,23:00:00,771,16.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.9,êºìÏêº,8,1013.1,8,18.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58.0,1,2.4,ñk,8,1011.2,8,16.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,62.0,1,1.2,ñkêº,8,1012.8,8
29903,29903,2023-05-30,1,23:00:00,842,19.5,8,0.0,8,1,0,1,5.0,8,1,0.0,1.0,1,99,1,2.1,ñkñkìå,8,1009.7,8,26.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,0.9,ìÏìÏìå,8,1008.5,8,22.0,8,0.0,8,1,8,1,1.5,8,1,0.0,1.0,1,97.0,1,0.5,ñkñkêº,8,1008.4,8
30071,30071,2023-06-06,1,23:00:00,787,20.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.2,êºìÏêº,8,1008.8,8,20.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,94.0,1,0.9,ñkêº,8,1008.1,8,18.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.8,êºìÏêº,8,1008.5,8
30239,30239,2023-06-13,1,23:00:00,862,24.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,0.8,ìÏìÏêº,8,1004.0,8,23.7,8,0.0,8,1,0,1,4.5,8,1,0.0,1.0,1,94.0,1,2.7,ñk,8,1003.8,8,23.1,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,90.0,1,1.4,ìÏêº,8,1003.8,8
30407,30407,2023-06-20,1,23:00:00,897,27.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65,1,1.6,ìÏìÏìå,8,1005.3,8,25.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,4.6,ìÏìå,8,1006.5,8,26.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,56.0,1,0.8,ìÏ,8,1005.6,8
30575,30575,2023-06-27,1,23:00:00,951,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,2.1,ìÏìÏìå,8,1013.1,8,26.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.6,ìÏìÏìå,8,1015.7,8,26.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,3.2,ìÏìÏêº,8,1014.8,8
30743,30743,2023-07-04,1,23:00:00,931,27.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,2.5,ìåìÏìå,8,1001.2,8,25.9,8,0.0,8,1,0,1,4.5,8,1,0.0,1.0,1,99.0,1,1.9,ìÏìÏêº,8,1003.4,8,26.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.6,ìÏìÏìå,8,1002.6,8
30911,30911,2023-07-11,1,23:00:00,1006,29.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,3.2,ìÏìÏêº,8,1009.3,8,27.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,2.3,ìÏ,8,1011.9,8,27.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,3.2,ìÏìÏêº,8,1010.7,8
31079,31079,2023-07-18,1,23:00:00,1055,29.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,6.1,ìÏ,8,1009.0,8,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.8,ìÏìÏìå,8,1012.0,8,27.4,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,79.0,1,5.1,ìÏìÏêº,8,1010.7,8
31247,31247,2023-07-25,1,23:00:00,981,26.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,1.5,ìåìÏìå,8,1015.8,8,29.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,1.2,ñkìå,8,1015.6,8,25.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.0,ñkêº,8,1016.2,8
31415,31415,2023-08-01,1,23:00:00,1063,30.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,3.6,ìÏ,8,1009.3,8,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,6.2,ìå,8,1008.4,8,29.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,2.0,ñkìå,8,1009.0,8
31583,31583,2023-08-08,1,23:00:00,1034,30.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,6.0,ìåñkìå,8,997.9,8,28.2,8,0.0,8,1,0,1,2.0,8,1,0.0,1.0,1,86.0,1,11.8,ìå,8,987.4,8,29.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,6.1,ñkìå,8,993.5,8
31751,31751,2023-08-15,1,23:00:00,881,26.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90,1,3.3,ñk,8,1004.0,8,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,0.9,ìåìÏìå,8,1002.2,8,26.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.9,ñk,8,1002.9,8
31919,31919,2023-08-22,1,23:00:00,1087,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.9,ñkñkêº,8,1007.2,8,28.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.6,ñkñkêº,8,1007.2,8,28.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,0.4,ìÏìÏêº,8,1007.6,8
32087,32087,2023-08-29,1,23:00:00,1052,29.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.4,ìÏìå,8,1011.0,8,28.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,2.1,ñkìå,8,1011.1,8,28.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,66.0,1,1.6,ñkìå,8,1011.2,8
32255,32255,2023-09-05,1,23:00:00,945,25.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,2.2,ìåñkìå,8,1007.7,8,28.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,2.2,êº,8,1006.1,8,26.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,2.0,ñkñkìå,8,1006.5,8
32423,32423,2023-09-12,1,23:00:00,969,27.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,2.5,ìÏìå,8,1010.8,8,27.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.2,ñkìå,8,1011.1,8,26.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.6,ñk,8,1011.1,8
32591,32591,2023-09-19,1,23:00:00,964,26.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.4,ìÏìÏêº,8,1014.7,8,26.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,0.7,ñk,8,1015.5,8,26.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.1,êºìÏêº,8,1015.2,8
32759,32759,2023-09-26,1,23:00:00,951,26.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,1.3,ìÏ,8,1013.5,8,26.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.3,ñkñkìå,8,1013.8,8,26.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,0.5,ñkêº,8,1013.9,8
32927,32927,2023-10-03,1,23:00:00,821,21.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.4,ìÏìÏêº,8,1014.6,8,25.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68.0,1,2.9,ñk,8,1013.9,8,22.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,66.0,1,0.7,ñkñkêº,8,1013.9,8
33095,33095,2023-10-10,1,23:00:00,792,20.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,2.5,ñkìå,8,1020.3,8,20.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63.0,1,3.3,ñk,8,1017.5,8,19.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,61.0,1,2.7,ñkñkìå,8,1019.4,8
33263,33263,2023-10-17,1,23:00:00,773,17.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81,1,0.7,ìÏ,8,1020.5,8,17.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,3.7,ñkñkêº,8,1020.1,8,16.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.7,ñkñkìå,8,1020.5,8
33431,33431,2023-10-24,1,23:00:00,771,15.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73,1,1.2,ìÏìÏìå,8,1019.4,8,16.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,3.5,ñkñkêº,8,1019.2,8,14.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.1,ñkñkêº,8,1019.6,8
33599,33599,2023-10-31,1,23:00:00,772,15.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,2.0,ìÏìå,8,1022.8,8,15.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,4.4,ñkñkêº,8,1022.8,8,13.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkêº,8,1023.6,8
33767,33767,2023-11-07,1,23:00:00,780,13.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,1.9,ìåìÏìå,8,1021.3,8,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,2.1,ñkêº,8,1020.1,8,11.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.4,ñkêº,8,1021.4,8
33935,33935,2023-11-14,1,23:00:00,858,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61,1,1.8,ìÏêº,8,1025.0,8,12.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,3.1,êºñkêº,8,1024.9,8,10.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,0.7,ñkñkìå,8,1025.3,8
34103,34103,2023-11-21,1,23:00:00,841,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,2.4,ìÏìå,8,1021.2,8,13.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,4.0,ñkñkêº,8,1021.0,8,11.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,0.6,ñk,8,1022.0,8
34271,34271,2023-11-28,1,23:00:00,889,10.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,2.8,ìÏìÏêº,8,1022.2,8,10.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,0.7,ñkñkêº,8,1022.9,8,7.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,0.8,ìåñkìå,8,1022.8,8
34439,34439,2023-12-05,1,23:00:00,926,9.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,1.7,ìÏìÏìå,8,1015.8,8,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,3.5,ñkñkêº,8,1015.6,8,8.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.5,ñkñkìå,8,1016.0,8
34607,34607,2023-12-12,1,23:00:00,860,12.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89,1,3.3,ñkñkìå,8,1023.2,8,14.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,3.1,ñkêº,8,1019.5,8,12.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.5,ñk,8,1021.8,8
34775,34775,2023-12-19,1,23:00:00,1025,6.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91,1,0.5,ìÏìÏêº,8,1024.0,8,8.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,92.0,1,2.1,ñkêº,8,1022.4,8,5.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,0.9,ñkìå,8,1024.0,8
34943,34943,2023-12-26,1,23:00:00,1049,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.6,ìÏìå,8,1029.9,8,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,3.6,ñkêº,8,1030.0,8,4.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,1.1,ñk,8,1030.7,8
35111,35111,2024-01-02,1,23:00:00,807,10.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.2,ìåìÏìå,8,1019.1,8,8.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,4.1,ñk,8,1019.2,8,6.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.6,êºñkêº,8,1019.6,8
35279,35279,2024-01-09,1,23:00:00,987,9.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,3.5,ìÏìå,8,1015.7,8,9.5,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,85.0,1,3.4,ñk,8,1017.1,8,8.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,0.5,ìåñkìå,8,1016.8,8
35447,35447,2024-01-16,1,23:00:00,1006,6.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,1.3,ìåìÏìå,8,1030.8,8,7.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.5,ñk,8,1030.0,8,4.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.3,ñkñkìå,8,1030.8,8
35615,35615,2024-01-23,1,23:00:00,1217,1.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56,1,6.1,êºñkêº,8,1021.1,8,1.8,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,93.0,1,3.0,ñkêº,8,1021.3,8,0.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,1.5,ñkñkêº,8,1022.3,8
35783,35783,2024-01-30,1,23:00:00,1005,8.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.0,ìåìÏìå,8,1026.1,8,10.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,92.0,1,2.1,ñk,8,1026.2,8,8.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.3,ìåìÏìå,8,1026.7,8
35951,35951,2024-02-06,1,23:00:00,970,7.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,1.2,êºìÏêº,8,1021.4,8,11.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57.0,1,2.9,ñkñkêº,8,1020.7,8,9.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.2,ê√â∏,8,1021.0,8
36119,36119,2024-02-13,1,23:00:00,931,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,2.4,ìÏ,8,1028.4,8,11.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,3.3,ñk,8,1029.2,8,9.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,0.9,ñkìå,8,1029.4,8
36287,36287,2024-02-20,1,23:00:00,848,13.1,8,0.0,8,1,0,1,5.0,8,1,0.0,1.0,1,97,1,2.5,êºñkêº,8,1019.8,8,18.0,8,0.0,8,1,0,1,2.0,8,1,0.0,1.0,1,98.0,1,1.0,ìÏìÏìå,8,1019.2,8,15.7,8,0.0,8,1,8,1,1.5,8,1,0.0,1.0,1,96.0,1,0.4,ìÏ,8,1018.5,8
36455,36455,2024-02-27,1,23:00:00,995,6.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58,1,1.6,ìåìÏìå,8,1029.1,8,11.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58.0,1,4.3,ñkñkìå,8,1025.5,8,5.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,61.0,1,2.7,ñk,8,1027.3,8
36623,36623,2024-03-05,1,23:00:00,913,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,95,1,3.3,ñk,8,1007.5,8,16.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,100.0,1,1.6,êºñkêº,8,1003.9,8,11.3,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,98.0,1,0.4,ìå,8,1005.3,8
