,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
29064,29064,2023-04-26,2,00:00:00,757,13.9,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,97,1,2.6,ñkêº,8,1009.9,8,18.6,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,93.0,1,1.7,êºñkêº,8,1008.7,8,15.3,8,0.0,8,1,8,1,3.0,8,1,0.0,1.0,1,96.0,1,2.8,ñkêº,8,1008.3,8
29400,29400,2023-05-10,2,00:00:00,717,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56,1,0.4,ìÏ,8,1016.0,8,16.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,2.4,ñk,8,1016.0,8,14.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,1.2,ìÏìÏêº,8,1016.0,8
29568,29568,2023-05-17,2,00:00:00,738,21.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.4,ìÏìå,8,1016.0,8,20.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,94.0,1,3.8,ñkñkêº,8,1016.6,8,20.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.6,ìÏìÏêº,8,1016.8,8
29736,29736,2023-05-24,2,00:00:00,719,16.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.0,êºìÏêº,8,1013.2,8,17.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,4.0,ñkñkêº,8,1011.5,8,15.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,1.4,ñkñkêº,8,1012.9,8
29904,29904,2023-05-31,2,00:00:00,780,19.6,8,0.0,8,1,0,1,2.5,8,1,0.0,1.0,1,98,1,2.3,ñkêº,8,1009.8,8,25.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,0.6,ìåìÏìå,8,1007.8,8,22.0,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,97.0,1,1.4,ñkñkêº,8,1007.8,8
30072,30072,2023-06-07,2,00:00:00,736,19.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.3,êºñkêº,8,1009.0,8,20.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,94.0,1,2.1,êºñkêº,8,1008.5,8,18.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,0.3,ìåñkìå,8,1009.0,8
30240,30240,2023-06-14,2,00:00:00,801,23.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,0.5,ìÏìå,8,1004.0,8,23.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91.0,1,3.8,ñkñkìå,8,1002.9,8,23.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,1.2,ìåñkìå,8,1003.8,8
30408,30408,2023-06-21,2,00:00:00,829,26.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,1.4,ìÏìÏìå,8,1005.1,8,25.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72.0,1,4.2,ìÏìå,8,1006.6,8,25.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,58.0,1,0.7,ñkñkìå,8,1005.3,8
30576,30576,2023-06-28,2,00:00:00,878,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.1,ìÏìÏêº,8,1013.9,8,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.5,ìÏ,8,1015.1,8,26.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,1.5,êºìÏêº,8,1014.6,8
30744,30744,2023-07-05,2,00:00:00,860,27.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,2.3,ìåìÏìå,8,1000.4,8,25.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,99.0,1,0.5,ìÏìå,8,1003.1,8,26.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,94.0,1,1.8,ìÏìÏìå,8,1002.0,8
30912,30912,2023-07-12,2,00:00:00,923,29.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,3.0,ìÏ,8,1008.9,8,27.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,1.9,ìÏìÏìå,8,1011.4,8,27.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,2.3,ìÏìÏêº,8,1010.6,8
31080,31080,2023-07-19,2,00:00:00,956,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,4.8,ìÏ,8,1008.8,8,27.4,8,0.0,8,1,0,1,3.5,8,1,0.0,1.0,1,91.0,1,3.6,ìÏêº,8,1011.5,8,26.2,8,0.0,8,1,8,1,3.0,8,1,0.0,1.0,1,89.0,1,1.7,ìÏìÏêº,8,1010.5,8
31248,31248,2023-07-26,2,00:00:00,897,26.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,1.6,ìÏìå,8,1015.9,8,28.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.6,ñkñkìå,8,1015.5,8,25.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,0.8,ñkñkìå,8,1016.1,8
31416,31416,2023-08-02,2,00:00:00,965,30.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61,1,1.7,ìÏìÏìå,8,1009.2,8,29.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79.0,1,5.1,ìå,8,1008.3,8,28.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,1.6,ñkñkìå,8,1008.9,8
31584,31584,2023-08-09,2,00:00:00,953,30.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,6.6,ìåñkìå,8,996.7,8,28.6,8,0.0,8,1,0,1,2.5,8,1,0.0,1.0,1,84.0,1,11.2,ìå,8,987.7,8,29.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,4.4,ñkìå,8,993.6,8
31752,31752,2023-08-16,2,00:00:00,812,26.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89,1,4.3,ñk,8,1003.8,8,28.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.6,ìåìÏìå,8,1002.1,8,26.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,1.7,ñk,8,1002.7,8
31920,31920,2023-08-23,2,00:00:00,999,29.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.0,ñkñkêº,8,1007.1,8,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,1.5,ñkñkêº,8,1007.0,8,27.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.1,êº,8,1007.4,8
32088,32088,2023-08-30,2,00:00:00,961,29.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,1.7,ìÏìå,8,1010.7,8,28.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.0,ñkìå,8,1010.6,8,27.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.7,ñkêº,8,1010.9,8
32256,32256,2023-09-06,2,00:00:00,871,24.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88,1,2.9,ñkìå,8,1007.6,8,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72.0,1,3.3,ñk,8,1005.9,8,26.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,1.5,ñkñkìå,8,1006.2,8
32424,32424,2023-09-13,2,00:00:00,890,27.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.9,ìÏìå,8,1010.9,8,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.7,ñkñkìå,8,1010.9,8,25.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.3,êº,8,1011.2,8
32592,32592,2023-09-20,2,00:00:00,889,25.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,1.1,ìÏ,8,1014.3,8,26.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,1.3,ñkñkêº,8,1015.2,8,26.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,0.3,ìå,8,1014.7,8
32760,32760,2023-09-27,2,00:00:00,868,25.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90,1,1.1,ìÏìÏìå,8,1013.0,8,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,1.9,ñkñkìå,8,1013.6,8,26.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.4,ñkêº,8,1013.4,8
32928,32928,2023-10-04,2,00:00:00,762,21.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,1.4,ìÏ,8,1014.3,8,24.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,1.7,ìåñkìå,8,1013.0,8,22.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,66.0,1,1.8,êº,8,1013.7,8
33096,33096,2023-10-11,2,00:00:00,739,20.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.7,ñkìå,8,1020.4,8,20.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,3.4,ñk,8,1017.5,8,19.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,1.8,ñkñkìå,8,1019.4,8
33264,33264,2023-10-18,2,00:00:00,722,17.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,0.9,ìÏìÏìå,8,1020.5,8,16.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.4,ñkñkêº,8,1020.0,8,15.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.2,ê√â∏,8,1020.5,8
33432,33432,2023-10-25,2,00:00:00,720,14.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,0.9,ìÏìÏìå,8,1019.2,8,15.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.8,ñkñkêº,8,1019.0,8,13.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.0,ñkñkìå,8,1019.7,8
33600,33600,2023-11-01,2,00:00:00,717,15.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,2.9,ìÏìå,8,1022.6,8,15.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,4.5,ñkñkêº,8,1022.8,8,12.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.9,ñkñkìå,8,1023.5,8
33768,33768,2023-11-08,2,00:00:00,731,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,0.7,ìÏìå,8,1021.4,8,14.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,2.4,ñkñkêº,8,1019.8,8,10.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,88.0,1,0.5,ñkñkìå,8,1021.5,8
33936,33936,2023-11-15,2,00:00:00,801,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,1.3,ìÏìÏêº,8,1025.3,8,12.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,2.3,ñkêº,8,1024.9,8,9.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.9,ñkêº,8,1025.5,8
34104,34104,2023-11-22,2,00:00:00,783,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.9,ìÏìÏìå,8,1020.9,8,13.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,3.8,ñkñkêº,8,1020.7,8,10.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,90.0,1,0.7,ñkñkìå,8,1021.8,8
34272,34272,2023-11-29,2,00:00:00,830,10.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,3.1,ìÏìÏêº,8,1022.8,8,10.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,1.8,ñkñkêº,8,1023.2,8,7.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.6,ñkñkêº,8,1023.7,8
34440,34440,2023-12-06,2,00:00:00,870,9.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,1.3,ìÏìå,8,1015.7,8,9.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,3.3,ñk,8,1015.7,8,7.9,8,0.0,8,1,1,1,0.0,8,1,0.0,1.0,1,93.0,1,0.6,êºñkêº,8,1016.1,8
34608,34608,2023-12-13,2,00:00:00,811,13.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.9,ñk,8,1023.6,8,13.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.1,ñkêº,8,1020.2,8,11.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,1.4,ñk,8,1022.5,8
34776,34776,2023-12-20,2,00:00:00,958,6.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91,1,1.5,ìÏìå,8,1023.4,8,8.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91.0,1,2.4,ñkñkêº,8,1022.4,8,5.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,97.0,1,1.8,ìåñkìå,8,1023.6,8
34944,34944,2023-12-27,2,00:00:00,981,6.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.9,ìÏìÏìå,8,1029.9,8,6.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.1,ñkêº,8,1029.8,8,3.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,1.6,ñkñkìå,8,1030.7,8
35112,35112,2024-01-03,2,00:00:00,757,10.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,0.8,ìå,8,1018.8,8,8.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,3.9,ñkñkêº,8,1018.7,8,5.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,0.8,ñkìå,8,1019.8,8
35280,35280,2024-01-10,2,00:00:00,921,9.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61,1,2.5,ìÏìÏìå,8,1015.2,8,9.2,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,86.0,1,3.1,ñk,8,1016.5,8,7.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.4,ñkìå,8,1016.2,8
35448,35448,2024-01-17,2,00:00:00,956,5.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.0,ìÏìå,8,1030.6,8,7.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,4.3,ñkñkêº,8,1030.2,8,4.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,69.0,1,1.2,ñk,8,1030.6,8
35616,35616,2024-01-24,2,00:00:00,1146,1.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,52,1,6.7,êºñkêº,8,1020.9,8,2.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91.0,1,5.2,ñkñkêº,8,1021.3,8,0.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,2.4,ñkñkêº,8,1022.0,8
35784,35784,2024-01-31,2,00:00:00,937,8.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.1,ìÏêº,8,1025.8,8,10.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,91.0,1,2.6,ñk,8,1026.1,8,8.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,0.7,ñk,8,1026.4,8
35952,35952,2024-02-07,2,00:00:00,910,7.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.1,ìÏìÏêº,8,1021.3,8,11.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,2.1,ñkñkêº,8,1020.5,8,8.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.2,ê√â∏,8,1020.8,8
36120,36120,2024-02-14,2,00:00:00,885,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,3.7,ìÏìÏìå,8,1028.0,8,11.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,2.9,ñk,8,1029.0,8,8.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,1.0,ñkìå,8,1029.1,8
36288,36288,2024-02-21,2,00:00:00,807,13.0,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,98,1,3.0,ñkñkêº,8,1019.7,8,18.0,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,99.0,1,0.3,êºìÏêº,8,1019.0,8,15.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,1.2,ìÏìå,8,1018.5,8
36456,36456,2024-02-28,2,00:00:00,936,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.5,ìÏìå,8,1029.0,8,11.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56.0,1,2.7,ñk,8,1025.7,8,5.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,63.0,1,1.4,ñk,8,1027.6,8
36624,36624,2024-03-06,2,00:00:00,858,10.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,92,1,2.7,ñkñkêº,8,1008.2,8,16.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,99.0,1,4.0,êºñkêº,8,1003.8,8,10.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,3.7,ñkñkêº,8,1005.6,8
36792,36792,2024-03-13,2,00:00:00,866,8.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,0.7,ìÏìå,8,1017.4,8,8.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.1,ñkêº,8,1016.1,8,8.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.0,ñkêº,8,1017.4,8
37128,37128,2024-03-27,2,00:00:00,826,10.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77,1,1.4,ñkñkìå,8,1023.3,8,11.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,2.9,ñkñkêº,8,1020.7,8,9.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,1.6,ñkñkìå,8,1022.2,8
37296,37296,2024-04-03,2,00:00:00,747,14.5,8,0.0,8,1,8,1,7.5,8,1,0.0,1.0,1,91,1,4.6,ìÏìå,8,1011.0,8,17.7,8,0.0,8,1,8,1,1.0,8,1,0.0,1.0,1,89.0,1,2.2,ìåìÏìå,8,1012.8,8,14.9,8,0.0,8,1,8,1,2.0,8,1,0.0,1.0,1,87.0,1,2.4,ñkñkêº,8,1010.5,8
37464,37464,2024-04-10,2,00:00:00,768,11.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70,1,2.4,ñkñkìå,8,1024.5,8,16.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,3.7,ñkñkìå,8,1021.0,8,11.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,2.0,ñk,8,1022.9,8
37632,37632,2024-04-17,2,00:00:00,732,15.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91,1,1.1,ìåìÏìå,8,1012.6,8,17.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,88.0,1,2.7,ñkñkêº,8,1012.7,8,17.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,1.4,ìÏìÏêº,8,1012.6,8
37800,37800,2024-04-24,2,00:00:00,751,17.2,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,94,1,1.5,êº,8,1007.5,8,20.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,99.0,1,0.8,ìÏìÏìå,8,1007.7,8,19.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.9,ìÏìÏìå,8,1007.2,8
