,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
17808,17808,2022-01-12,2,00:00:00,1047,4.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,46,1,4.8,ñkñkêº,8,1018.4,8,4.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57.0,1,4.4,ñkñkêº,8,1017.4,8,2.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,49.0,1,1.0,ìåñkìå,8,1018.5,8
17976,17976,2022-01-19,2,00:00:00,1077,1.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.4,ìÏìÏìå,8,1024.6,8,4.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63.0,1,4.1,ñkñkêº,8,1022.8,8,0.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,0.2,ê√â∏,8,1024.2,8
18144,18144,2022-01-26,2,00:00:00,924,9.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.5,ìÏìå,8,1020.7,8,8.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,2.7,ñkêº,8,1020.3,8,5.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.4,ñk,8,1021.1,8
18312,18312,2022-02-02,2,00:00:00,1012,5.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,51,1,2.9,ñkñkêº,8,1025.6,8,5.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,2.1,ñk,8,1025.3,8,1.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.8,ñkñkìå,8,1026.1,8
18480,18480,2022-02-09,2,00:00:00,1010,5.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.5,ìÏìå,8,1024.7,8,6.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,4.5,ñkñkêº,8,1021.2,8,3.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.9,ñk,8,1023.1,8
18648,18648,2022-02-16,2,00:00:00,972,4.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,46,1,4.3,êºñkêº,8,1020.3,8,7.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,52.0,1,4.8,ñkñkêº,8,1020.3,8,4.2,8,0.0,8,1,1,1,0.0,8,1,0.0,1.0,1,45.0,1,1.0,ìÏêº,8,1021.3,8
18984,18984,2022-03-02,2,00:00:00,855,11.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,2.9,ìÏêº,8,1015.4,8,12.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.1,ñk,8,1016.1,8,7.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,98.0,1,0.2,ê√â∏,8,1016.4,8
19152,19152,2022-03-09,2,00:00:00,906,8.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,55,1,1.0,ìÏìÏìå,8,1019.2,8,7.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,2.9,ñkñkêº,8,1019.2,8,5.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,66.0,1,1.4,ñk,8,1019.7,8
19320,19320,2022-03-16,2,00:00:00,754,11.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.1,ìÏìÏìå,8,1013.2,8,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.4,ñkñkêº,8,1014.6,8,12.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,1.3,ñkìå,8,1014.2,8
19488,19488,2022-03-23,2,00:00:00,820,9.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,1.7,ñkñkìå,8,1018.6,8,13.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63.0,1,4.7,ñkìå,8,1016.3,8,9.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,1.9,ñkñkêº,8,1017.2,8
19656,19656,2022-03-30,2,00:00:00,770,13.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.1,ìåìÏìå,8,1023.7,8,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,3.4,ñkñkìå,8,1024.2,8,13.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.3,ñkñkìå,8,1023.8,8
19824,19824,2022-04-06,2,00:00:00,767,13.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,1.7,ìÏìå,8,1022.0,8,14.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,2.1,ñkñkêº,8,1021.8,8,13.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,57.0,1,0.4,ñk,8,1022.6,8
19992,19992,2022-04-13,2,00:00:00,734,18.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88,1,1.1,ìÏìÏìå,8,1012.3,8,20.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,0.7,ìåñkìå,8,1012.9,8,18.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,87.0,1,1.3,êº,8,1012.8,8
20160,20160,2022-04-20,2,00:00:00,728,13.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.0,ìÏêº,8,1017.7,8,16.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73.0,1,2.3,ñkñkêº,8,1017.6,8,13.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,64.0,1,0.4,ñkñkêº,8,1017.8,8
20328,20328,2022-04-27,2,00:00:00,761,21.2,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,96,1,2.8,ñkñkêº,8,1007.2,8,23.5,8,0.0,8,1,0,1,4.0,8,1,0.0,1.0,1,93.0,1,5.4,êº,8,1008.6,8,21.0,8,0.0,8,1,8,1,0.5,8,1,0.0,1.0,1,97.0,1,1.1,ìÏìÏêº,8,1008.4,8
20664,20664,2022-05-11,2,00:00:00,734,19.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.0,ìÏìÏìå,8,1014.7,8,21.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,3.8,ñkñkìå,8,1014.0,8,19.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.8,ñk,8,1014.7,8
20832,20832,2022-05-18,2,00:00:00,724,16.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61,1,0.7,ìÏìå,8,1018.0,8,17.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79.0,1,2.7,ñk,8,1017.9,8,16.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,0.5,ñkñkêº,8,1018.1,8
21000,21000,2022-05-25,2,00:00:00,754,21.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,0.6,ñk,8,1012.4,8,21.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,1.2,ìÏìÏìå,8,1013.1,8,21.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,1.2,êº,8,1013.2,8
21168,21168,2022-06-01,2,00:00:00,752,20.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,1.2,ñkêº,8,1010.2,8,20.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.1,ñkñkêº,8,1010.0,8,20.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,0.3,êºñkêº,8,1009.8,8
21336,21336,2022-06-08,2,00:00:00,746,19.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,2.5,ñkñkìå,8,1009.2,8,20.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,0.6,ñkñkìå,8,1008.1,8,19.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.6,ñkñkêº,8,1008.3,8
21504,21504,2022-06-15,2,00:00:00,769,23.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,1.5,ìÏ,8,1006.3,8,22.0,8,0.0,8,1,0,1,3.5,8,1,0.0,1.0,1,98.0,1,2.5,ìÏìÏìå,8,1008.7,8,21.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,2.2,ìåìÏìå,8,1006.8,8
21672,21672,2022-06-22,2,00:00:00,829,24.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86,1,1.0,ìÏìÏìå,8,1006.0,8,24.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.3,ìÏìÏêº,8,1008.0,8,23.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,94.0,1,3.6,ìÏìÏêº,8,1006.8,8
21840,21840,2022-06-29,2,00:00:00,915,28.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,6.0,ìÏìÏìå,8,1009.9,8,26.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,2.4,ìÏìÏìå,8,1012.7,8,26.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,2.4,ìÏìå,8,1012.1,8
22008,22008,2022-07-06,2,00:00:00,896,27.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,1.2,ìÏìÏêº,8,1008.4,8,25.9,8,0.0,8,1,0,1,10.0,8,1,0.0,1.0,1,97.0,1,1.7,êº,8,1009.5,8,25.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,90.0,1,2.3,ìÏìÏêº,8,1009.5,8
22176,22176,2022-07-13,2,00:00:00,919,25.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81,1,3.0,ñkñkìå,8,1008.6,8,27.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.6,ñkêº,8,1007.4,8,26.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.9,ñkñkìå,8,1007.7,8
22344,22344,2022-07-20,2,00:00:00,892,25.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,1.3,ìÏìÏìå,8,1007.1,8,29.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,6.2,êºìÏêº,8,1007.6,8,26.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,92.0,1,2.1,ìÏìÏêº,8,1007.9,8
22512,22512,2022-07-27,2,00:00:00,927,26.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.4,ìÏìÏêº,8,1009.2,8,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,2.0,ñkñkêº,8,1009.3,8,27.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.1,êºñkêº,8,1009.3,8
22680,22680,2022-08-03,2,00:00:00,989,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.1,ñk,8,1013.6,8,28.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.8,ìÏ,8,1014.4,8,28.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.9,ìÏêº,8,1014.2,8
22848,22848,2022-08-10,2,00:00:00,987,29.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,2.3,ìÏìå,8,1010.4,8,28.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.1,ìÏìÏìå,8,1011.1,8,28.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.2,êºìÏêº,8,1011.0,8
23016,23016,2022-08-17,2,00:00:00,859,27.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88,1,2.4,ìÏìÏìå,8,1008.2,8,28.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,0.7,ñkêº,8,1010.1,8,26.5,8,0.0,8,1,8,1,3.0,8,1,0.0,1.0,1,90.0,1,1.6,ìÏ,8,1009.7,8
23184,23184,2022-08-24,2,00:00:00,943,28.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.2,ìÏìÏìå,8,1007.2,8,27.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,2.1,ñkñkêº,8,1007.6,8,27.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,0.1,ê√â∏,8,1007.7,8
23352,23352,2022-08-31,2,00:00:00,928,28.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.2,ìÏìå,8,1007.7,8,28.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,2.8,ñkñkìå,8,1008.3,8,27.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.4,ìÏêº,8,1008.3,8
23520,23520,2022-09-07,2,00:00:00,798,22.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,1.2,ìÏêº,8,1012.5,8,23.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,3.3,ñkêº,8,1011.0,8,22.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,1.3,ñkñkìå,8,1012.3,8
23688,23688,2022-09-14,2,00:00:00,917,27.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,3.1,ñkìå,8,1012.1,8,28.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,4.8,ìåñkìå,8,1010.0,8,28.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,2.7,ñkñkìå,8,1011.0,8
23856,23856,2022-09-21,2,00:00:00,730,19.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,4.3,ñkñkìå,8,1014.1,8,21.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,2.8,ñkñkêº,8,1009.6,8,17.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.9,ñk,8,1012.2,8
24024,24024,2022-09-28,2,00:00:00,768,21.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,1.6,ñk,8,1013.0,8,23.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,2.8,ñkñkêº,8,1011.1,8,21.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,89.0,1,1.2,ñk,8,1011.9,8
24192,24192,2022-10-05,2,00:00:00,807,21.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87,1,5.2,ñkñkìå,8,1014.4,8,26.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,1.9,êºìÏêº,8,1013.0,8,23.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,90.0,1,1.1,ìåñkìå,8,1013.2,8
24360,24360,2022-10-12,2,00:00:00,723,14.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,1.2,ìÏìÏêº,8,1022.4,8,18.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67.0,1,3.2,ñkñkêº,8,1019.7,8,14.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.9,ñkñkìå,8,1021.4,8
24528,24528,2022-10-19,2,00:00:00,724,15.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,1.2,ìÏ,8,1020.3,8,16.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58.0,1,4.7,ñkñkêº,8,1018.0,8,12.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,1.6,ñk,8,1020.1,8
24696,24696,2022-10-26,2,00:00:00,734,12.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,1.9,ìÏ,8,1026.7,8,15.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,62.0,1,1.9,ñkêº,8,1024.1,8,13.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,3.1,ñk,8,1025.5,8
24864,24864,2022-11-02,2,00:00:00,741,15.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,0.4,ñkìå,8,1019.0,8,18.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,1.8,ñkêº,8,1016.5,8,15.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,2.4,ñk,8,1018.0,8
25032,25032,2022-11-09,2,00:00:00,751,13.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73,1,2.6,ìÏìå,8,1025.3,8,14.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,3.9,ñk,8,1024.3,8,11.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.2,ñk,8,1025.4,8
25200,25200,2022-11-16,2,00:00:00,751,11.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.4,ìÏìå,8,1018.5,8,12.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.5,ñkñkêº,8,1018.1,8,9.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkìå,8,1019.4,8
25536,25536,2022-11-30,2,00:00:00,748,15.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,5.7,ñkñkêº,8,1016.6,8,19.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,3.7,êºñkêº,8,1013.7,8,15.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,2.6,ñkñkêº,8,1014.1,8
25704,25704,2022-12-07,2,00:00:00,917,6.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.7,ìÏ,8,1023.2,8,5.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,0.8,ñkñkêº,8,1024.3,8,2.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,0.7,ñk,8,1024.6,8
25872,25872,2022-12-14,2,00:00:00,857,11.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,5.2,êº,8,1019.2,8,8.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.9,ñkñkêº,8,1020.4,8,8.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.5,ìÏìÏìå,8,1020.3,8
26040,26040,2022-12-21,2,00:00:00,1037,4.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,2.9,ìåìÏìå,8,1020.2,8,6.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,4.4,ñk,8,1021.1,8,2.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,0.8,ñkñkìå,8,1021.8,8
26208,26208,2022-12-28,2,00:00:00,995,3.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,1.4,ìåìÏìå,8,1026.6,8,5.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,3.6,ñkñkêº,8,1025.7,8,2.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,0.5,ñkìå,8,1027.6,8
26376,26376,2023-01-04,2,00:00:00,910,3.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.9,ìÏìÏìå,8,1026.4,8,4.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,3.5,ñkñkêº,8,1026.4,8,0.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,0.9,ñkñkìå,8,1027.7,8
26544,26544,2023-01-11,2,00:00:00,942,5.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.2,ìÏìå,8,1026.4,8,7.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80.0,1,3.0,ñkñkêº,8,1026.2,8,4.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.1,ê√â∏,8,1026.7,8
26712,26712,2023-01-18,2,00:00:00,922,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,2.3,ìÏêº,8,1023.5,8,7.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,1.7,ñkñkêº,8,1022.9,8,6.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,1.9,ñkñkêº,8,1023.5,8
26880,26880,2023-01-25,2,00:00:00,1199,-1.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,47,1,7.9,ñkñkêº,8,1025.8,8,-2.2,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,86.0,1,3.4,ñkñkêº,8,1025.2,8,-4.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,0.7,ñkñkìå,8,1026.7,8
27048,27048,2023-02-01,2,00:00:00,1026,5.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.5,ìÏìÏìå,8,1018.8,8,6.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,3.3,ñkñkêº,8,1019.8,8,2.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,80.0,1,1.1,ñkñkìå,8,1019.7,8
27216,27216,2023-02-08,2,00:00:00,920,7.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,95,1,1.0,ìÏìÏêº,8,1019.8,8,11.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,95.0,1,1.6,ñkñkêº,8,1017.1,8,7.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,92.0,1,2.4,ñkñkìå,8,1018.5,8
27384,27384,2023-02-15,2,00:00:00,914,5.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,4.1,ìåñkìå,8,1022.6,8,6.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65.0,1,3.6,ñkêº,8,1020.1,8,4.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.6,ñk,8,1021.5,8
27552,27552,2023-02-22,2,00:00:00,953,4.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,54,1,3.4,ìåñkìå,8,1032.9,8,8.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,53.0,1,5.5,ñkìå,8,1029.5,8,3.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,62.0,1,1.8,ñk,8,1031.6,8
27720,27720,2023-03-01,2,00:00:00,825,12.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.6,ìÏìÏìå,8,1025.1,8,10.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.3,ñk,8,1026.8,8,8.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,1.0,ñk,8,1026.7,8
27888,27888,2023-03-08,2,00:00:00,806,11.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74,1,2.4,ìÏìå,8,1024.0,8,10.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.1,ñkñkêº,8,1024.7,8,8.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.2,ê√â∏,8,1025.2,8
28056,28056,2023-03-15,2,00:00:00,827,10.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,55,1,2.8,ìÏìÏìå,8,1022.2,8,11.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,3.4,ñk,8,1022.8,8,8.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,69.0,1,1.3,ñkñkìå,8,1023.1,8
28224,28224,2023-03-22,2,00:00:00,753,15.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81,1,2.0,ìåìÏìå,8,1010.2,8,19.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,3.3,ñkìå,8,1010.7,8,15.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.9,ñk,8,1010.3,8
28392,28392,2023-03-29,2,00:00:00,785,9.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58,1,0.6,ìåìÏìå,8,1023.5,8,12.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60.0,1,3.8,ñkñkêº,8,1022.9,8,9.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,57.0,1,0.3,ñkñkìå,8,1023.4,8
28560,28560,2023-04-05,2,00:00:00,730,18.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57,1,0.7,ìÏìÏìå,8,1020.0,8,18.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71.0,1,4.2,ìÏìå,8,1020.3,8,17.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,60.0,1,1.9,ñk,8,1020.0,8
28728,28728,2023-04-12,2,00:00:00,734,19.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,2.0,ìÏ,8,1014.4,8,18.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,1.8,ìÏìå,8,1016.3,8,16.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,0.4,ñkìå,8,1015.7,8
28896,28896,2023-04-19,2,00:00:00,740,22.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,3.5,ìÏìÏêº,8,1012.9,8,19.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,2.4,ñk,8,1014.7,8,18.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,1.2,ìÏ,8,1014.4,8
