,Unnamed: 0,date,type,pt_time,demand,fk_temp,fk_q_temp,fk_precipit,fk_ni_precipit,fk_q_precipit,fk_suntime,fk_ni_suntime,fk_q_suntime,fk_windspeed,fk_q_windspeed,fk_windroot,fk_q_windroot,fk_humidity,fk_q_humidity,fk_sunpower,fk_q_sunpower,fk_weather,fk_q_weather,fk_seaatom,fk_q_seaatom,kg_temp,kg_q_temp,kg_precipit,kg_ni_precipit,kg_q_precipit,kg_suntime,kg_ni_suntime,kg_q_suntime,kg_windspeed,kg_q_windspeed,kg_windroot,kg_q_windroot,kg_humidity,kg_q_humidity,kg_sunpower,kg_q_sunpower,kg_weather,kg_q_weather,kg_seaatom,kg_q_seaatom,km_temp,km_q_temp,km_precipit,km_ni_precipit,km_q_precipit,km_suntime,km_ni_suntime,km_q_suntime,km_windspeed,km_q_windspeed,km_windroot,km_q_windroot,km_humidity,km_q_humidity,km_sunpower,km_q_sunpower,km_weather,km_q_weather,km_seaatom,km_q_seaatom
15983,15983,2021-10-27,2,23:00:00,784,15.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,1.2,ìÏìå,8,1018.4,8,15.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,3.6,ñkñkêº,8,1017.4,8,13.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.7,ñkñkêº,8,1018.4,8
16319,16319,2021-11-10,2,23:00:00,856,11.6,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,88,1,2.3,ìÏ,8,1011.1,8,12.4,8,0.0,8,1,0,1,2.0,8,1,0.0,1.0,1,93.0,1,0.9,êº,8,1012.6,8,11.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,95.0,1,0.9,ìå,8,1011.9,8
16487,16487,2021-11-17,2,23:00:00,848,12.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60,1,1.7,ìÏìå,8,1020.3,8,14.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,55.0,1,3.4,ñkñkêº,8,1019.9,8,10.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,0.8,ñkñkìå,8,1020.8,8
16655,16655,2021-11-24,2,23:00:00,899,13.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,58,1,2.8,ìÏìÏêº,8,1018.8,8,10.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,2.7,ñkñkêº,8,1020.3,8,9.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.0,ìÏìÏìå,8,1020.0,8
16823,16823,2021-12-01,2,23:00:00,978,7.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,44,1,5.4,ñkñkêº,8,1021.8,8,8.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59.0,1,2.6,ñkñkêº,8,1020.7,8,4.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.4,êº,8,1021.7,8
16991,16991,2021-12-08,2,23:00:00,935,9.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,0.7,ìÏìå,8,1030.0,8,10.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,2.4,ñk,8,1027.0,8,8.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,2.8,ñk,8,1028.7,8
17159,17159,2021-12-15,2,23:00:00,948,11.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,4.0,ìÏìå,8,1021.9,8,9.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,3.0,ñk,8,1023.5,8,7.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,1.4,ñk,8,1023.4,8
17327,17327,2021-12-22,2,23:00:00,952,7.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,0.9,ìÏìÏêº,8,1022.1,8,10.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,4.2,ñkñkêº,8,1020.5,8,7.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.7,ñk,8,1021.8,8
17495,17495,2021-12-29,2,23:00:00,931,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,48,1,3.0,êº,8,1019.1,8,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,93.0,1,1.3,ñk,8,1020.0,8,7.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,93.0,1,1.1,ñk,8,1020.2,8
17663,17663,2022-01-05,2,23:00:00,986,6.2,8,0.0,8,1,0,1,1.5,8,1,0.0,1.0,1,88,1,1.6,ìÏìå,8,1023.4,8,10.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,5.9,ñkñkìå,8,1019.8,8,6.0,8,0.0,8,1,8,1,1.5,8,1,0.0,1.0,1,93.0,1,1.4,ñkñkêº,8,1023.0,8
17831,17831,2022-01-12,2,23:00:00,1125,3.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,1.0,ìÏìÏìå,8,1017.8,8,5.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,0.9,ñkêº,8,1018.2,8,2.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,0.9,ìÏêº,8,1018.7,8
17999,17999,2022-01-19,2,23:00:00,1112,5.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59,1,1.5,ìÏìÏìå,8,1019.9,8,5.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,3.2,ñkêº,8,1020.8,8,1.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.1,ñk,8,1021.5,8
18167,18167,2022-01-26,2,23:00:00,983,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.2,ìÏìå,8,1022.2,8,10.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64.0,1,2.6,ñkñkêº,8,1020.9,8,6.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,0.5,ñkìå,8,1021.8,8
18335,18335,2022-02-02,2,23:00:00,1062,5.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,0.9,ìÏêº,8,1024.3,8,7.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72.0,1,2.6,ñkêº,8,1023.3,8,3.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,0.6,êº,8,1024.5,8
18503,18503,2022-02-09,2,23:00:00,992,9.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,2.0,ìÏìÏìå,8,1019.9,8,9.0,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,91.0,1,3.6,ñkñkêº,8,1019.4,8,7.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,75.0,1,0.4,êº,8,1020.2,8
18671,18671,2022-02-16,2,23:00:00,1121,2.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,49,1,5.6,êºñkêº,8,1021.2,8,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,50.0,1,4.6,ñkêº,8,1020.6,8,2.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,44.0,1,4.2,êº,8,1021.1,8
19007,19007,2022-03-02,2,23:00:00,959,7.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,63,1,1.7,ìÏìÏìå,8,1018.0,8,8.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,3.0,ñkñkêº,8,1018.5,8,5.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,69.0,1,1.1,ñkñkìå,8,1019.2,8
19175,19175,2022-03-09,2,23:00:00,918,8.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75,1,0.8,ìåìÏìå,8,1022.8,8,9.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68.0,1,3.5,ñkñkêº,8,1022.7,8,7.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,65.0,1,0.9,ñkìå,8,1022.9,8
19343,19343,2022-03-16,2,23:00:00,785,13.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,1.3,ìÏìÏìå,8,1018.0,8,16.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,3.1,ñkñkêº,8,1017.3,8,13.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,54.0,1,0.6,ñk,8,1017.7,8
19511,19511,2022-03-23,2,23:00:00,955,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88,1,2.1,ìÏìÏìå,8,1017.7,8,7.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,88.0,1,3.6,ñkñkêº,8,1015.7,8,5.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,96.0,1,0.9,ñkñkìå,8,1017.3,8
19679,19679,2022-03-30,2,23:00:00,787,18.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,0.9,ìÏìÏêº,8,1019.4,8,18.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,1.3,ñkñkìå,8,1020.8,8,17.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.5,ìÏ,8,1020.2,8
19847,19847,2022-04-06,2,23:00:00,804,13.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.6,ìÏìÏêº,8,1020.0,8,14.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69.0,1,3.0,ñkêº,8,1019.6,8,12.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,0.4,ñkñkêº,8,1020.1,8
20015,20015,2022-04-13,2,23:00:00,784,16.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,3.3,ñk,8,1014.1,8,21.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,2.3,ñkñkìå,8,1011.4,8,18.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.8,ìåìÏìå,8,1012.1,8
20183,20183,2022-04-20,2,23:00:00,779,16.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,48,1,1.5,ìÏìÏìå,8,1017.1,8,17.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67.0,1,3.0,ñk,8,1017.3,8,17.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,50.0,1,0.4,ìåìÏìå,8,1017.6,8
20351,20351,2022-04-27,2,23:00:00,780,16.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,2.2,êºñkêº,8,1016.3,8,20.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,0.3,êº,8,1014.7,8,18.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,1.7,ìåìÏìå,8,1015.2,8
20687,20687,2022-05-11,2,23:00:00,794,22.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.3,ìÏìå,8,1013.5,8,21.1,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,91.0,1,1.4,ìÏìÏìå,8,1013.8,8,20.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,86.0,1,1.5,ñkñkìå,8,1013.8,8
20855,20855,2022-05-18,2,23:00:00,779,18.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,52,1,1.0,ìÏ,8,1020.7,8,18.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,2.7,ñkñkêº,8,1020.9,8,19.2,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,49.0,1,1.7,ìÏìå,8,1020.8,8
21023,21023,2022-05-25,2,23:00:00,829,21.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,1.8,êºìÏêº,8,1009.0,8,22.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,0.4,ñk,8,1008.8,8,22.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,70.0,1,1.8,ìÏêº,8,1009.2,8
21191,21191,2022-06-01,2,23:00:00,809,21.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,1.2,ìÏêº,8,1007.3,8,19.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.9,ñkìå,8,1007.2,8,20.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,81.0,1,1.7,êº,8,1008.0,8
21359,21359,2022-06-08,2,23:00:00,812,19.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,1.8,êºìÏêº,8,1012.7,8,23.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78.0,1,2.8,ñkñkìå,8,1011.3,8,21.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,74.0,1,0.9,ìÏ,8,1011.6,8
21527,21527,2022-06-15,2,23:00:00,841,23.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,71,1,3.9,ìÏ,8,1010.3,8,22.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89.0,1,1.0,ñkêº,8,1011.6,8,22.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,83.0,1,2.2,ìÏìÏêº,8,1011.4,8
21695,21695,2022-06-22,2,23:00:00,925,26.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,1.9,ìÏìÏìå,8,1010.5,8,25.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,96.0,1,1.7,ìÏìÏìå,8,1012.4,8,25.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,0.6,ìå,8,1012.1,8
21863,21863,2022-06-29,2,23:00:00,1015,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.4,ìÏìÏìå,8,1012.9,8,27.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,86.0,1,2.3,ìÏìÏìå,8,1014.0,8,27.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.5,êº,8,1013.6,8
22031,22031,2022-07-06,2,23:00:00,1012,28.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84,1,2.0,ìÏìå,8,1010.6,8,27.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,90.0,1,1.1,ñkêº,8,1011.5,8,26.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,88.0,1,0.5,ñk,8,1011.0,8
22199,22199,2022-07-13,2,23:00:00,1041,28.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,0.2,ê√â∏,8,1004.3,8,28.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,84.0,1,1.7,êº,8,1005.7,8,28.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,82.0,1,3.4,ìÏêº,8,1005.2,8
22367,22367,2022-07-20,2,23:00:00,1006,27.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83,1,0.6,ìÏìÏìå,8,1007.1,8,28.7,8,0.0,8,1,0,1,0.5,8,1,0.0,1.0,1,87.0,1,3.5,êº,8,1009.0,8,27.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,91.0,1,1.6,ìÏìå,8,1008.2,8
22535,22535,2022-07-27,2,23:00:00,1022,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,3.0,ìÏìå,8,1009.8,8,28.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77.0,1,3.5,ìåìÏìå,8,1009.7,8,28.1,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,1.3,ñk,8,1010.0,8
22703,22703,2022-08-03,2,23:00:00,1063,29.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,73,1,1.7,ìÏìÏêº,8,1011.6,8,28.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.8,ñkñkêº,8,1012.7,8,28.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,2.2,ìÏêº,8,1012.4,8
22871,22871,2022-08-10,2,23:00:00,1066,29.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,80,1,0.6,ñkñkìå,8,1010.1,8,28.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.5,ñkñkêº,8,1010.9,8,28.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.5,êºìÏêº,8,1011.0,8
23039,23039,2022-08-17,2,23:00:00,933,25.8,8,0.0,8,1,0,1,1.0,8,1,0.0,1.0,1,96,1,1.0,ñkìå,8,1007.1,8,29.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82.0,1,1.6,ìÏìÏêº,8,1009.8,8,26.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,89.0,1,1.1,ìÏìå,8,1008.7,8
23207,23207,2022-08-24,2,23:00:00,998,26.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89,1,2.8,ñkêº,8,1007.0,8,28.2,8,0.0,8,1,0,1,7.0,8,1,0.0,1.0,1,94.0,1,1.2,ñkêº,8,1007.3,8,26.1,8,0.0,8,1,8,1,18.5,8,1,0.0,1.0,1,94.0,1,1.2,ìå,8,1007.1,8
23375,23375,2022-08-31,2,23:00:00,1036,28.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85,1,3.3,ñk,8,1007.5,8,29.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,1.6,ìÏìÏêº,8,1007.0,8,28.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.8,ìÏìÏìå,8,1007.0,8
23543,23543,2022-09-07,2,23:00:00,855,23.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76,1,2.1,ñkñkêº,8,1016.0,8,25.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.5,ñk,8,1013.5,8,21.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.6,ñkìå,8,1015.0,8
23711,23711,2022-09-14,2,23:00:00,1030,28.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,77,1,1.7,êºñkêº,8,1012.1,8,29.1,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72.0,1,4.3,ìå,8,1010.6,8,29.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,63.0,1,5.2,ñkìå,8,1010.8,8
23879,23879,2022-09-21,2,23:00:00,791,20.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.5,ìÏìÏìå,8,1015.3,8,23.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67.0,1,3.7,ñkñkìå,8,1014.1,8,19.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,63.0,1,0.8,êº,8,1014.7,8
24047,24047,2022-09-28,2,23:00:00,821,22.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,2.4,ñk,8,1012.4,8,22.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,85.0,1,1.8,ñkñkêº,8,1011.6,8,21.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,84.0,1,0.7,ñkñkìå,8,1012.0,8
24215,24215,2022-10-05,2,23:00:00,810,19.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,78,1,1.8,êºìÏêº,8,1018.0,8,22.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,74.0,1,3.8,ñkêº,8,1016.3,8,19.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,1.7,ñk,8,1017.4,8
24383,24383,2022-10-12,2,23:00:00,767,15.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,79,1,0.7,ìÏìÏêº,8,1023.3,8,20.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,4.9,ñkñkìå,8,1020.6,8,16.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,71.0,1,1.0,ìå,8,1022.4,8
24551,24551,2022-10-19,2,23:00:00,772,16.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,65,1,1.4,ìÏ,8,1025.0,8,16.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,3.5,ñkñkêº,8,1022.8,8,13.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,1.3,ñk,8,1024.4,8
24719,24719,2022-10-26,2,23:00:00,781,14.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,1.0,ìÏìÏìå,8,1024.0,8,18.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,61.0,1,3.4,ñkñkìå,8,1023.6,8,14.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,68.0,1,0.5,ñkñkêº,8,1024.0,8
24887,24887,2022-11-02,2,23:00:00,783,14.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,89,1,0.7,ìÏìÏìå,8,1017.7,8,20.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,81.0,1,2.9,ñk,8,1016.3,8,14.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,85.0,1,0.9,ñk,8,1017.5,8
25055,25055,2022-11-09,2,23:00:00,789,14.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,2.3,ìÏìÏìå,8,1025.1,8,16.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,76.0,1,2.8,ñk,8,1024.5,8,12.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,1.1,ñk,8,1025.7,8
25223,25223,2022-11-16,2,23:00:00,813,13.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,67,1,1.8,ìÏìå,8,1021.5,8,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66.0,1,2.2,ñkñkêº,8,1022.0,8,9.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.8,ñk,8,1022.4,8
25559,25559,2022-11-30,2,23:00:00,875,8.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,53,1,5.5,ñk,8,1026.3,8,10.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,60.0,1,5.5,ñkñkêº,8,1023.2,8,7.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,59.0,1,2.6,ñkêº,8,1025.3,8
25727,25727,2022-12-07,2,23:00:00,978,7.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,72,1,2.2,ìÏìÏìå,8,1024.8,8,7.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,83.0,1,4.1,ñkñkêº,8,1024.3,8,4.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,89.0,1,1.2,ñkñkìå,8,1025.5,8
25895,25895,2022-12-14,2,23:00:00,1019,6.0,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,51,1,2.5,ìÏêº,8,1024.5,8,5.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,59.0,1,2.7,ñkñkêº,8,1024.7,8,1.8,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,73.0,1,0.7,ìÏ,8,1025.4,8
26063,26063,2022-12-21,2,23:00:00,1004,8.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,96,1,1.6,ìÏìÏìå,8,1006.5,8,10.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,95.0,1,2.7,ñkêº,8,1006.2,8,6.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,98.0,1,0.5,ìåñkìå,8,1007.1,8
26231,26231,2022-12-28,2,23:00:00,999,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,64,1,1.5,ìÏìÏêº,8,1028.8,8,7.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,3.2,ñkñkêº,8,1028.6,8,3.5,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,79.0,1,1.2,ñkñkìå,8,1029.3,8
26399,26399,2023-01-04,2,23:00:00,986,4.5,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,69,1,1.9,ìÏìå,8,1029.8,8,3.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,75.0,1,3.7,ñkñkêº,8,1030.0,8,1.4,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,76.0,1,1.0,ñkñkìå,8,1030.7,8
26567,26567,2023-01-11,2,23:00:00,956,7.9,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,82,1,1.4,ìÏìÏìå,8,1024.7,8,10.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,87.0,1,3.2,ñk,8,1025.1,8,7.6,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,0.9,ñkñkìå,8,1025.2,8
26735,26735,2023-01-18,2,23:00:00,1039,5.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70,1,2.2,ìÏìÏêº,8,1024.6,8,6.2,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,3.1,ñkñkêº,8,1024.0,8,3.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,78.0,1,0.9,êºñkêº,8,1025.2,8
26903,26903,2023-01-25,2,23:00:00,1244,-0.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,2.4,ìÏìå,8,1026.3,8,0.3,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68.0,1,3.8,ñkñkêº,8,1026.3,8,-2.7,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,77.0,1,1.2,ñkñkìå,8,1027.9,8
27071,27071,2023-02-01,2,23:00:00,951,10.6,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,66,1,5.2,ñk,8,1018.5,8,12.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,70.0,1,2.2,ñk,8,1017.4,8,9.0,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,67.0,1,0.8,ìÏêº,8,1018.6,8
27239,27239,2023-02-08,2,23:00:00,971,6.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,68,1,1.0,ìÏ,8,1025.9,8,10.7,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56.0,1,2.6,ñkñkêº,8,1024.2,8,5.9,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,72.0,1,2.4,ñk,8,1025.5,8
27407,27407,2023-02-15,2,23:00:00,1033,4.8,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,56,1,2.9,ìåñkìå,8,1031.2,8,5.4,8,0.0,8,1,0,1,0.0,8,1,0.0,1.0,1,57.0,1,3.7,ñkñkêº,8,1027.7,8,3.3,8,0.0,8,1,8,1,0.0,8,1,0.0,1.0,1,54.0,1,2.7,ñkìå,8,1030.1,8
